termID	en	fr
Input.ConfigErrorTrue	TRUE	TRUE
Input.ConfigErrorFalse	FALSE	FALSE
Input.ConfigDescHeading	Description	Description
Input.ConfigDescTrue	TRUE	TRUE
Input.ConfigDescFalse	FALSE	FALSE
Input.ConfigPlaceholderHeading	Placeholder	Placeholder
Input.ConfigPlaceholderTrue	TRUE	TRUE
Input.ConfigPlaceholderFalse	FALSE	FALSE
Input.FieldWidth	Field widths	Field widths
Input.FieldWidthImgDo	A wide input field for typing a country name and a narrow input field for typing a year.	A wide input field for typing a country name and a narrow input field for typing a year.
Input.DoHeading	Do	Do
Input.FieldWidthDoText	Use field widths that are appropriate for the type of content being gathered.	Use field widths that are appropriate for the type of content being gathered.
Input.FieldWidthImgDont	A narrow input field for typing a country name and a wide input field for typing a year.	A narrow input field for typing a country name and a wide input field for typing a year.
Input.DontHeading	Don't	Don't
Input.FieldWidthDontText	Use arbitrary field widths that are not sized based on the width of the expected value.	Use arbitrary field widths that are not sized based on the width of the expected value.
Input.ErrorsHeading	Errors	Errors
Input.ErrorDoImgAlt	An input field that shows validation by highlighting the field red with an error message underneath.	An input field that shows validation by highlighting the field red with an error message underneath.
Input.ErrorDoText	Show the error visual treatment on the field in addition to showing the error message when showing error validation.	Show the error visual treatment on the field in addition to showing the error message when showing error validation.
Input.ErrorDontImgAlt	An input field that only uses an error message as validation.	An input field that only uses an error message as validation.
Input.ErrorDontText	Only show the error message when showing error validation.	Only show the error message when showing error validation.
Input.MaxMinWidthHeading	Minimum and maximum widths	Minimum and maximum widths
Input.MaxMinWidthImgAlt	An input field that shows small inputs have a maximum width of 552 pixels and a minimum width of 92 pixels. Large inputs have a maximum width of 632 pixels and a minimum width of 104 pixels. 	An input field that shows small inputs have a maximum width of 552 pixels and a minimum width of 92 pixels. Large inputs have a maximum width of 632 pixels and a minimum width of 104 pixels. 
Input.MaxMinWidthText	Small inputs have a maximum width of 552 pixels and a minimum width of 92 pixels. Large inputs have a maximum width of 632 pixels and a minimum width of 104 pixels. 	Small inputs have a maximum width of 552 pixels and a minimum width of 92 pixels. Large inputs have a maximum width of 632 pixels and a minimum width of 104 pixels. 
Input.AnatomyImgAlt	The parts that makeup the input component. The parts are described in the content below.	The parts that makeup the input component. The parts are described in the content below.
Input.AnatomyLabelHeading	Label	Label
Input.AnatomyLabelText	The label makes the purpose of the field clear.	The label makes the purpose of the field clear.
Input.AnatomyRequiredIndicatorHeading	Required indicator	Required indicator
Input.AnatomyRequiredIndicatorText	Indicates which fields are mandatory to successfully submit the form.	Indicates which fields are mandatory to successfully submit the form.
Input.AnatomyDescHeading	Description	Description
Input.AnatomyDescText	The description includes the action a user is to perform as well as all the relevant information required.	The description includes the action a user is to perform as well as all the relevant information required.
Input.AnatomyHintHeading	Hint	Hint
Input.AnatomyHintText	The hint is used to display secondary or tertiary information. It is only used when the label and description will not suffice in helping the user understand the input.	The hint is used to display secondary or tertiary information. It is only used when the label and description will not suffice in helping the user understand the input.
Input.AnatomyInputFieldHeading	Input field	Input field
Input.AnatomyInputFieldText	The area that the user interacts with to input content.	The area that the user interacts with to input content.
Input.AnatomyInputContentHeading	Input field content	Input field content
Input.AnatomyInputContentText	The content that the user inputs into the field. The field also supports optional placeholder text that displays before the user inputs text.	The content that the user inputs into the field. The field also supports optional placeholder text that displays before the user inputs text.
Input.AnatomyErrorHeading	Error message	Error message
Input.AnatomyErrorText	The error text that displays if the field is in an invalid state.	The error text that displays if the field is in an invalid state.
Input.AnatomyPasswordHeading	Password field	Password field
Input.AnatomyPasswordText	The password field allows users to enter their password. The password can be hidden or shown.	The password field allows users to enter their password. The password can be hidden or shown.
Input.SpecsImgAlt	Specs displaying the padding and layer measurements within the input component. Specs are described in the paragraph below.	Specs displaying the padding and layer measurements within the input component. Specs are described in the paragraph below.
Input.SpecsImgDesc	The small basic input’s label is 24 pixels in height with a fluid width. The required indicator is 12 pixels wide. There are 4 pixels of padding between the required indicator and the label. The description is 20 pixels in height with a fluid width. There are 4 pixels of padding between the label and the description. The hint text is 20 pixels in height with a fluid width. There are 8 pixels of padding between the hint text and the description. The input field is 40 pixels in height with a fixed width.  There are 4 pixels of padding between the input field and the hint text. The error message is 20 pixels in height with a fluid width. The error icon is 16 by 16 pixels. There are 4 pixels of padding between the error icon and the error message. There are 4 pixels of padding between the error message and the input field. The small password field is 40 pixels tall with a fixed width. There are 12 pixels of padding within the input field. The password text is fluid in width. The hide/show password icon is 16 pixels wide. There are 4 pixels of padding between the hide/show password icon and the password text. The large basic input’s label is 28 pixels in height with a fluid width. The required indicator is 16 pixels wide. There are 4 pixels of padding between the required indicator and the label. The description is 24 pixels in height with a fluid width. There are 4 pixels of padding between the label and the description. The hint text is 24 pixels in height with a fluid width. There are 12 pixels of padding between the hint text and the description. The input field is 52 pixels in height with a fixed width.  There are 8 pixels of padding between the input field and the hint text. The error message is 24 pixels in height with a fluid width. The error icon is 20 by 20 pixels. There are 4 pixels of padding between the error icon and the error message. There are 4 pixels of padding between the error message and the input field. The large password field is 52 pixels tall with a fixed width. There are 12 pixels of padding within the input field. The password text is fluid in width. The hide/show password icon is 20 pixels wide. There are 4 pixels of padding between the hide/show password icon and the password text. 	The small basic input’s label is 24 pixels in height with a fluid width. The required indicator is 12 pixels wide. There are 4 pixels of padding between the required indicator and the label. The description is 20 pixels in height with a fluid width. There are 4 pixels of padding between the label and the description. The hint text is 20 pixels in height with a fluid width. There are 8 pixels of padding between the hint text and the description. The input field is 40 pixels in height with a fixed width.  There are 4 pixels of padding between the input field and the hint text. The error message is 20 pixels in height with a fluid width. The error icon is 16 by 16 pixels. There are 4 pixels of padding between the error icon and the error message. There are 4 pixels of padding between the error message and the input field. The small password field is 40 pixels tall with a fixed width. There are 12 pixels of padding within the input field. The password text is fluid in width. The hide/show password icon is 16 pixels wide. There are 4 pixels of padding between the hide/show password icon and the password text. The large basic input’s label is 28 pixels in height with a fluid width. The required indicator is 16 pixels wide. There are 4 pixels of padding between the required indicator and the label. The description is 24 pixels in height with a fluid width. There are 4 pixels of padding between the label and the description. The hint text is 24 pixels in height with a fluid width. There are 12 pixels of padding between the hint text and the description. The input field is 52 pixels in height with a fixed width.  There are 8 pixels of padding between the input field and the hint text. The error message is 24 pixels in height with a fluid width. The error icon is 20 by 20 pixels. There are 4 pixels of padding between the error icon and the error message. There are 4 pixels of padding between the error message and the input field. The large password field is 52 pixels tall with a fixed width. There are 12 pixels of padding within the input field. The password text is fluid in width. The hide/show password icon is 20 pixels wide. There are 4 pixels of padding between the hide/show password icon and the password text. 
Input.WriteLabelsHeading	Writing labels	Writing labels
Input.WriteLabelsSubHeading	Labels are mandatory content for the input component. Labels make the purpose of the field clear.	Labels are mandatory content for the input component. Labels make the purpose of the field clear.
Input.WriteLabelsDoImgAlt1	An input field to collect the user’s full name. The label is “Full name (required)”. The description is “Provide your name as it appears on your passport, travel or identity document.” The input field is empty.	An input field to collect the user’s full name. The label is “Full name (required)”. The description is “Provide your name as it appears on your passport, travel or identity document.” The input field is empty.
Input.WriteLabelsDoText1	Write labels that are appropriate for the task and clear.	Write labels that are appropriate for the task and clear.
Input.WriteLabelsDontImgAlt1	An input field to collect the user’s full name. The label is “Full name (required)”. There is no description. The input field is empty.	An input field to collect the user’s full name. The label is “Full name (required)”. There is no description. The input field is empty.
Input.WriteLabelsDontText1	Rely on the label to do the whole job of informing a user of the task to perform.	Rely on the label to do the whole job of informing a user of the task to perform.
Input.WriteLabelsDoImgAlt2	An input field to collect the user’s email address. The label is “Email address (required)”. The input field is empty.	An input field to collect the user’s email address. The label is “Email address (required)”. The input field is empty.
Input.WriteLabelsDoText2	Keep labels as clear and short as possible.	Keep labels as clear and short as possible.
Input.WriteLabelsDontImgAlt2	An input field to collect the user’s email address. The label is “What is your primary email address? (required)”. The input field is empty.	An input field to collect the user’s email address. The label is “What is your primary email address? (required)”. The input field is empty.
Input.WriteLabelsDontText2	Write hard to understand and longer than necessary labels. 	Write hard to understand and longer than necessary labels. 
Input.WriteDescHeading	Writing descriptions	Writing descriptions
Input.WriteDescSubHeading	Write a complete description of the action a user is to perform. Include all the relevant information required, but try to keep the description concise.	Write a complete description of the action a user is to perform. Include all the relevant information required, but try to keep the description concise.
Input.WriteDescDoImgAlt	An input field to collect the user’s Family name. The label is “Family name (required)”. The input field is empty.	An input field to collect the user’s Family name. The label is “Family name (required)”. The input field is empty.
Input.WriteDescDoText	Include all the relevant information in the description.	Include all the relevant information in the description.
Input.WriteDescDontImgAlt	An input field to collect the user’s email address. The label is “Email address (required)”. The input field is empty.	An input field to collect the user’s email address. The label is “Email address (required)”. The input field is empty.
Input.WriteDescDontText	Include a description when additional instructions or details are not needed to clarify how to correctly fill out the field.	Include a description when additional instructions or details are not needed to clarify how to correctly fill out the field.
Input.WritePlaceholderHeading	Writing placeholder text	Writing placeholder text
Input.WritePlaceholderSubHeading	Placeholder text appears in the input field. Use it only where it is needed to accelerate a user’s understanding of the information they need to provide. Placeholder text can either be an example of the type of expected value that is to be entered or to show the exact format of what is to be entered.	Placeholder text appears in the input field. Use it only where it is needed to accelerate a user’s understanding of the information they need to provide. Placeholder text can either be an example of the type of expected value that is to be entered or to show the exact format of what is to be entered.
Input.WritePlaceholderDoImgAlt1	An input field to collect the user’s student identification number. The label is “Student identification number (required)”. The description is “Enter your 9 digit ID number found in your profile.” The input field has placeholder text within it. The placeholder text is “Ex: 301297423”	An input field to collect the user’s student identification number. The label is “Student identification number (required)”. The description is “Enter your 9 digit ID number found in your profile.” The input field has placeholder text within it. The placeholder text is “Ex: 301297423”
Input.WritePlaceholderDoText1	Provide placeholder text as a specific example of the expected value, within an input field.	Provide placeholder text as a specific example of the expected value, within an input field.
Input.WritePlaceholderDontImgAlt1	An input field to collect the user’s email address. The label is “Email address (required)”. The input field has placeholder text within it. The placeholder text is “johnsmith@email.com”	An input field to collect the user’s email address. The label is “Email address (required)”. The input field has placeholder text within it. The placeholder text is “johnsmith@email.com”
Input.WritePlaceholderDontText1	Use placeholder text when the expected value is already obvious to the user or where the example makes it seem like the field has already been completed.	Use placeholder text when the expected value is already obvious to the user or where the example makes it seem like the field has already been completed.
Input.WritePlaceholderDoImgAlt2	An input field to collect the user’s date of birth. The label is “Date of birth (required)”. There are three fields for year, month and day. The input fields have placeholder text within them. The placeholder text for year is “YYYY”. The placeholder text for month is “month”. The placeholder text for day is “DD”.	An input field to collect the user’s date of birth. The label is “Date of birth (required)”. There are three fields for year, month and day. The input fields have placeholder text within them. The placeholder text for year is “YYYY”. The placeholder text for month is “month”. The placeholder text for day is “DD”.
Input.WritePlaceholderDoText2	Provide placeholder text to show the exact required format, within an input field.	Provide placeholder text to show the exact required format, within an input field.
Input.WritePlaceholderDontImgAlt2	An input field to collect the user’s date of birth. The label is “Date of birth (required)”. There are three fields for year, month and day. The input fields have placeholder text where hint text is supposed to be used. The placeholder text for year is “YYYY”. The placeholder text for month is “month”. The placeholder text for day is “DD”.	An input field to collect the user’s date of birth. The label is “Date of birth (required)”. There are three fields for year, month and day. The input fields have placeholder text where hint text is supposed to be used. The placeholder text for year is “YYYY”. The placeholder text for month is “month”. The placeholder text for day is “DD”.
Input.WritePlaceholderDontText2	Substitute hint text with placeholder text.	Substitute hint text with placeholder text.
Input.WriteErrorsHeading	Writing error messages	Writing error messages
Input.WriteErrorsSubHeading	Error messages inform a user of missing or incorrect information. Write error messages to be helpful, allowing a user to correct their omissions or mistakes.	Error messages inform a user of missing or incorrect information. Write error messages to be helpful, allowing a user to correct their omissions or mistakes.
Input.WriteErrorsDoImgAlt	An input field to collect the user’s family name. The label is “Family name (required)”. The description is “This is your surname or last name.” The error message is “This field is blank. Please enter a family name.”	An input field to collect the user’s family name. The label is “Family name (required)”. The description is “This is your surname or last name.” The error message is “This field is blank. Please enter a family name.”
Input.WriteErrorsDoText	Provide error text that is helpful and guides the user as to what to correct.	Provide error text that is helpful and guides the user as to what to correct.
Input.WriteErrorsDontImgAlt	An input field to collect the user’s family name. The label is “Family name (required)”. The description is “This is your surname or last name.” The error message is “Error. Field is required.”	An input field to collect the user’s family name. The label is “Family name (required)”. The description is “This is your surname or last name.” The error message is “Error. Field is required.”
Input.WriteErrorsDontText	Write error messages that sound like a robot.	Write error messages that sound like a robot.
Input.NecessaryContentHeading	Using necessary content	Using necessary content
Input.NecessaryContentDoImgAlt	An input field to collect the user’s country. The label is “Country where you were born (required)”. The input field is empty.	An input field to collect the user’s country. The label is “Country where you were born (required)”. The input field is empty.
Input.NecessaryContentDoText	Only use necessary content layers. Not every field needs a label, description, hint and placeholder text.	Only use necessary content layers. Not every field needs a label, description, hint and placeholder text.
Input.NecessaryContentDontImgAlt	An input field to collect the user’s country. The label is “Country where you were born (required)”. The description is “The country  you were born in”. The input field’s placeholder text is “Ex: France”.	An input field to collect the user’s country. The label is “Country where you were born (required)”. The description is “The country  you were born in”. The input field’s placeholder text is “Ex: France”.
Input.NecessaryContentDontText	Add unnecessary or redundant content layers to the input.	Add unnecessary or redundant content layers to the input.
Input.RequiredFieldsHeading	Required fields	Required fields
Input.RequiredFieldsDoImgAlt	An input field to collect the user’s job title. The label is “Job title (required)”. The input field is empty.	An input field to collect the user’s job title. The label is “Job title (required)”. The input field is empty.
Input.RequiredFieldsDoText	In addition to using the required asterisk (*), also add “(required)” at the end of all labels within required fields.	In addition to using the required asterisk (*), also add “(required)” at the end of all labels within required fields.
Input.RequiredFieldsDontImgAlt	An input field to collect the user’s job title. The label is “Job title”. The input field is empty.	An input field to collect the user’s job title. The label is “Job title”. The input field is empty.
Input.RequiredFieldsDontText	Indicate required fields with only the asterisk (*).	Indicate required fields with only the asterisk (*).
Input.FigmaDirectionsHeading	Directions for use	Directions for use
Input.FigmaDirectionsListItem1	From the “Assets” panel, drag in the <strong>“form-input”</strong> component from the Components library.	From the “Assets” panel, drag in the <strong>“form-input”</strong> component from the Components library.
Input.FigmaDirectionsListItem2	In the right panel, configure the properties and variants to meet your needs. 	In the right panel, configure the properties and variants to meet your needs. 
Input.FigmaDirectionsListItem3	Never override colours, radius, padding, text size, etc. This way foundational elements are kept consistent.	Never override colours, radius, padding, text size, etc. This way foundational elements are kept consistent.
Input.FigmaDirectionsListItem4	Never override the asterisk (*) or error icons in order to keep those visual indicators consistent.	Never override the asterisk (*) or error icons in order to keep those visual indicators consistent.
Input.FigmaDirectionsImgAlt	A screenshot of the design panel from Figma. The design panel displays the configuration options designers can choose from when customizing a input. These options allow designers to hide or show the required asterisk, description, hint, count and error text.	A screenshot of the design panel from Figma. The design panel displays the configuration options designers can choose from when customizing a input. These options allow designers to hide or show the required asterisk, description, hint, count and error text.
Input.AccessInputsHeading	To access the input field’s states	To access the input field’s states
Input.AccessInputsListItem1	Click into the <strong>input-field</strong> subcomponent inside of the <strong>form-input</strong> component in the Layers palette (left panel). 	Click into the <strong>input-field</strong> subcomponent inside of the <strong>form-input</strong> component in the Layers palette (left panel). 
Input.AccessInputsListItem2	From there, you can configure the input field’s content and states in the right panel.	From there, you can configure the input field’s content and states in the right panel.
Input.AccessInputsImgAlt1	A screenshot of the layer panel from Figma. The selected layer displayed is the “input-field” subcomponent within the “form-input” component.	A screenshot of the layer panel from Figma. The selected layer displayed is the “input-field” subcomponent within the “form-input” component.
Input.AccessInputsImgAlt2	A screenshot of the design panel from Figma. With the “input-field” subcomponent selected, designers can choose from its configuration options. These options include the type of field, the type of content populated within the field, whether the field is in an error state and the state of the field.	A screenshot of the design panel from Figma. With the “input-field” subcomponent selected, designers can choose from its configuration options. These options include the type of field, the type of content populated within the field, whether the field is in an error state and the state of the field.
Input.AccessibilityColourHeading	Colour contrast	Colour contrast
Input.AccessibilityColourText	All elements within the input component have a colour contrast ratio of 4.5:1 and passes AA accessibility standards under WCAG 2.1.	All elements within the input component have a colour contrast ratio of 4.5:1 and passes AA accessibility standards under WCAG 2.1.
Input.AccessibilityKeyboardHeading	Keyboard accessible	Keyboard accessible
Input.AccessibilityKeyboardText	Inputs are developed using the native HTML input element to ensure interactive elements are keyboard accessible and pass WCAG 2.1 AA conformity. The input can be navigated to and interacted with using a keyboard and receives a visible focus.	Inputs are developed using the native HTML input element to ensure interactive elements are keyboard accessible and pass WCAG 2.1 AA conformity. The input can be navigated to and interacted with using a keyboard and receives a visible focus.
Input.AccessibilityContentHeading	Content	Content
Input.AccessibilityContentItem1	Information, structure, and relationships conveyed through presentation can be programmatically determined or are available in text.	Information, structure, and relationships conveyed through presentation can be programmatically determined or are available in text.
Input.AccessibilityContentItem2	Headings and labels describe topic or purpose.	Headings and labels describe topic or purpose.
Input.AccessibilityContentItem3	Labels or instructions are provided when content requires user input.	Labels or instructions are provided when content requires user input.
Input.AccessibilityContentItem4	The label, description and hint are placed outside of the form field and are always visible to the user. The content is presented in a logical reading order.	The label, description and hint are placed outside of the form field and are always visible to the user. The content is presented in a logical reading order.
Input.AccessibilityContentItem5	Label that includes an asterisk to indicate the control is required.	Label that includes an asterisk to indicate the control is required.
Input.AccessibilityContentItem6	Clear labelling for required fields, including the word “required” in parentheses.	Clear labelling for required fields, including the word “required” in parentheses.
Input.AccessibilityContentItem7	Max widths are determined based on allowing a maximum line length of 80 characters.	Max widths are determined based on allowing a maximum line length of 80 characters.
Input.AccessibilityValidationText	If an input error is automatically detected, the item that is in error is identified and the error is described to the user in text.	If an input error is automatically detected, the item that is in error is identified and the error is described to the user in text.
Input.CodeViewer	Code viewer block displaying the html and typescript code generated from the interactive demo	Code viewer block displaying the html and typescript code generated from the interactive demo
Input.LabelText1	Label text	Label text
Input.LabelText2	Password	Password
DatePicker.Title	DatePicker-doc	[FR] DatePicker-doc
DatePicker.Intro	The date picker component allows users to input a specific year, month and/or day.	[FR] The date picker component allows users to input a specific year, month and/or day.
DatePicker.InteractiveDemoDesc	Try our <strong>date picker</strong> component and the configurable options available within it.	[FR] Try our <strong>date picker</strong> component and the configurable options available within it.
DatePicker.DesignGuideLines.Maintain	Maintain default select widths	[FR] Maintain default select widths
DatePicker.DesignGuideLines.MaintainDoAlt	A small date picker in the horizontal layout with consistent widths.	[FR] A small date picker in the horizontal layout with consistent widths.
DatePicker.DesignGuideLines.MaintainDoText	Maintain the default width of each select dropdown. They are intentionally sized to fit the “unknown” option.	[FR] Maintain the default width of each select dropdown. They are intentionally sized to fit the “unknown” option.
DatePicker.DesignGuideLines.MaintainDontAlt	A small date picker in the horizontal layout is best used for the mobile.	[FR] A small date picker in the horizontal layout is best used for the mobile.
DatePicker.DesignGuideLines.MaintainDontText	Alter the fixed width of the select dropdowns.	[FR] Alter the fixed width of the select dropdowns.
DatePicker.DesignGuideLines.ErrorValidation	Use proper error validation treatments	[FR] Use proper error validation treatments
DatePicker.DesignGuideLines.ErrorValidationDoAlt	Date picker field that show validation by highlighting the field red with three error messages underneath.	[FR] Date picker field that show validation by highlighting the field red with three error messages underneath.
DatePicker.DesignGuideLines.ErrorValidationDo	Show both the error visual treatment on the appropriate select dropdown(s), as well as the error message when displaying error validation to the user.	[FR] Show both the error visual treatment on the appropriate select dropdown(s), as well as the error message when displaying error validation to the user.
DatePicker.DesignGuideLines.ErrorValidationDontAlt	Date picker fields that show validation by only displaying error messages underneath.	[FR] Date picker fields that show validation by only displaying error messages underneath.
DatePicker.DesignGuideLines.ErrorValidationDont	Only display the error message when showing error validation to the user.	[FR] Only display the error message when showing error validation to the user.
DatePicker.DesignGuideLines.Horizontal	Use horizontal layout when you have the room	[FR] Use horizontal layout when you have the room
DatePicker.DesignGuideLines.HorizontalDoAlt	Date picker field that show validation by highlighting the field red with three error messages underneath.	[FR] Date picker field that show validation by highlighting the field red with three error messages underneath.
DatePicker.DesignGuideLines.HorizontalDo	Use the horizontal layout when the parent container is wide. Use the vertical layout when the parent container is narrow. The most common place for using vertical is within mobile mockups.	[FR] Use the horizontal layout when the parent container is wide. Use the vertical layout when the parent container is narrow. The most common place for using vertical is within mobile mockups.
DatePicker.DesignGuideLines.HorizontalDontAlt	Date picker fields that is in vertical layout when the parent container is wide.	[FR] Date picker fields that is in vertical layout when the parent container is wide.
DatePicker.DesignGuideLines.HorizontalDont	Use horizontal layout when your form is in a narrow container. Don’t use the vertical layout when you form is in a wide container.	[FR] Use horizontal layout when your form is in a narrow container. Don’t use the vertical layout when you form is in a wide container.
DatePicker.Anatomy.ImgAlt	The parts that makeup the date picker component. The parts are described in the content below.	[FR] The parts that makeup the date picker component. The parts are described in the content below.
DatePicker.Anatomy.LabelHeading	Label	[FR] Label
DatePicker.Anatomy.LabelTxt	The label makes the purpose of the field clear.	[FR] The label makes the purpose of the field clear.
DatePicker.Anatomy.RequiredIndicatorHeading	Required indicator	[FR] Required indicator
DatePicker.Anatomy.RequiredIndicatorTxt	Indicates which fields are mandatory to successfully submit the form.	[FR] Indicates which fields are mandatory to successfully submit the form.
DatePicker.Anatomy.DescHeading	Description	[FR] Description
DatePicker.Anatomy.DescTxt	The description includes the action a user is to perform as well as all the relevant information required.	[FR] The description includes the action a user is to perform as well as all the relevant information required.
DatePicker.Anatomy.HintHeading	Hint text	[FR] Hint text
DatePicker.Anatomy.HintTxt	The hint is used to display secondary or tertiary information. It is only used when the label and description will not suffice in helping the user understand the input.	[FR] The hint is used to display secondary or tertiary information. It is only used when the label and description will not suffice in helping the user understand the input.
DatePicker.Anatomy.SelectCompoHeading	Select components	[FR] Select components
DatePicker.Anatomy.SelectCompoTxt	The area that the user interacts with to open up a dropdown menu for date selection. The select also supports placeholder text that displays before the user makes a selection.	[FR] The area that the user interacts with to open up a dropdown menu for date selection. The select also supports placeholder text that displays before the user makes a selection.
DatePicker.Anatomy.ErrMsgHeading	Error messages	[FR] Error messages
DatePicker.Anatomy.ErrMsgTxt	The error text that displays if the field is in an invalid state.	[FR] The error text that displays if the field is in an invalid state.
DatePicker.Specs.ImgAlt	Specs displaying the padding and layer measurements within the date picker component. Specs are described in the paragraph below.	[FR] Specs displaying the padding and layer measurements within the date picker component. Specs are described in the paragraph below.
DatePicker.Specs.Text	The small horizontal date picker has 396 pixels fixed width and default height is 120 pixels and hugs content. Each field has consistent widths of 124 pixels, heights of 68 pixels and horizontal padding of 12 pixels. The icon has a 16 pixel width and height. The small vertical date picker has 152 pixels fixed width and default height is 304 pixels and hugs content. Each field has consistent widths of 124 pixels, heights of 68 pixels and vertical padding of 12 pixels. The large horizontal date picker has 432 pixels fixed width and default height is 148 pixels and hugs content. Each field has consistent widths of 136 pixels, heights of 88 pixels and horizontal padding of 12 pixels. The large vertical date picker has 180 pixels fixed width and default height is 376 pixels and hugs content. Each field has consistent widths of 180 pixels, heights of 88 pixels and horizontal padding of 12 pixels.	[FR] The small horizontal date picker has 396 pixels fixed width and default height is 120 pixels and hugs content. Each field has consistent widths of 124 pixels, heights of 68 pixels and horizontal padding of 12 pixels. The icon has a 16 pixel width and height. The small vertical date picker has 152 pixels fixed width and default height is 304 pixels and hugs content. Each field has consistent widths of 124 pixels, heights of 68 pixels and vertical padding of 12 pixels. The large horizontal date picker has 432 pixels fixed width and default height is 148 pixels and hugs content. Each field has consistent widths of 136 pixels, heights of 88 pixels and horizontal padding of 12 pixels. The large vertical date picker has 180 pixels fixed width and default height is 376 pixels and hugs content. Each field has consistent widths of 180 pixels, heights of 88 pixels and horizontal padding of 12 pixels.
DatePicker.ContentGuideLines.UseCorrectCaseHeading	Use the correct order	[FR] Use the correct order
DatePicker.ContentGuideLines.CorrectOrderDoAlt	Date picker fields are in the correct labelling order YYYY-Month-DD.	[FR] Date picker fields are in the correct labelling order YYYY-Month-DD.
DatePicker.ContentGuideLines.CorrectOrderDo	Ensure the date picker selects are in the order of YYYY-Month-DD.	[FR] Ensure the date picker selects are in the order of YYYY-Month-DD.
DatePicker.ContentGuideLines.CorrectOrderDontAlt	Date picker fields shown are in incorrect labelling order Month-DD-YYYY.	[FR] Date picker fields shown are in incorrect labelling order Month-DD-YYYY.
DatePicker.ContentGuideLines.CorrectOrderDont	Change the order of the date picker selects. The order should be YYYY-Month-DD.	[FR] Change the order of the date picker selects. The order should be YYYY-Month-DD.
DatePicker.ContentGuideLines.WritingLabelsHeading	Writing labels	[FR] Writing labels
DatePicker.ContentGuideLines.WritingLabelsTxt	Labels are mandatory content for the <strong>date picker</strong> component. Labels make the purpose of the date picker clear.	[FR] Labels are mandatory content for the <strong>date picker</strong> component. Labels make the purpose of the date picker clear.
DatePicker.ContentGuideLines.WritingLabelsDoAlt	Date picker fields with the “Date of birth (required)” label.	[FR] Date picker fields with the “Date of birth (required)” label.
DatePicker.ContentGuideLines.WritingLabelsDo	Keep labels as clear and short as possible.	[FR] Keep labels as clear and short as possible.
DatePicker.ContentGuideLines.WritingLabelsDontAlt	Date picker fields with “The day you were born” label.	[FR] Date picker fields with “The day you were born” label.
DatePicker.ContentGuideLines.WritingLabelsDont	Write labels that are difficult to understand or labels that are longer than necessary.	[FR] Write labels that are difficult to understand or labels that are longer than necessary.
DatePicker.ContentGuideLines.PlaceholderHeading	Use placeholder text within the select dropdowns	[FR] Use placeholder text within the select dropdowns
DatePicker.ContentGuideLines.PlaceholderDoAlt	Date picker fields with the “Date of birth” label and placeholder text within fields.	[FR] Date picker fields with the “Date of birth” label and placeholder text within fields.
DatePicker.ContentGuideLines.PlaceholderDo	Provide placeholder text to show the exact required format, within a select dropdown.	[FR] Provide placeholder text to show the exact required format, within a select dropdown.
DatePicker.ContentGuideLines.PlaceholderDontAlt	A date picker that has no placeholder text inside of the select dropdowns.	[FR] A date picker that has no placeholder text inside of the select dropdowns.
DatePicker.ContentGuideLines.PlaceholderDont	Remove placeholder text from the select dropdowns.	[FR] Remove placeholder text from the select dropdowns.
DatePicker.ContentGuideLines.WritingErrHeading	Writing error messages	[FR] Writing error messages
DatePicker.ContentGuideLines.WritingErrTxt	Error messages inform a user of missing or incorrect information. Write error messages to be helpful, allowing a user to correct their omissions or mistakes.	[FR] Error messages inform a user of missing or incorrect information. Write error messages to be helpful, allowing a user to correct their omissions or mistakes.
DatePicker.ContentGuideLines.WritingErrDoAlt	A date picker to collect the user’s date of birth. The label is “Date of birth (required)”.  The error message is “This field is blank. Please enter a date of birth.”	[FR] A date picker to collect the user’s date of birth. The label is “Date of birth (required)”.  The error message is “This field is blank. Please enter a date of birth.”
DatePicker.ContentGuideLines.WritingErrDo	Provide error text that is helpful and guides the user as to what to correct.	[FR] Provide error text that is helpful and guides the user as to what to correct.
DatePicker.ContentGuideLines.WritingErrDontAlt	A date picker to collect the user’s date of birth. The label is “Date of birth (required)”. The error message is “Error. Field is required.”	[FR] A date picker to collect the user’s date of birth. The label is “Date of birth (required)”. The error message is “Error. Field is required.”
DatePicker.ContentGuideLines.WritingErrDont	Write error messages that sound like a robot.	[FR] Write error messages that sound like a robot.
DatePicker.ContentGuideLines.NecessaryContentHeading	Using necessary content	[FR] Using necessary content
DatePicker.ContentGuideLines.NecessaryContentDoAlt	A date picker fields collect a user’s date of birth with the “Date of birth (required)” label.	[FR] A date picker fields collect a user’s date of birth with the “Date of birth (required)” label.
DatePicker.ContentGuideLines.NecessaryContentDo	Only use necessary content layers. Not every field needs a label, description, hint and placeholder text.	[FR] Only use necessary content layers. Not every field needs a label, description, hint and placeholder text.
DatePicker.ContentGuideLines.NecessaryContentDontAlt	A date picker fields collect a user’s date of birth  The label is “Date of birth (required)”. The description is “The day you were born.”	[FR] A date picker fields collect a user’s date of birth  The label is “Date of birth (required)”. The description is “The day you were born.”
DatePicker.ContentGuideLines.NecessaryContentDont	Add unnecessary or redundant content layers to the input.	[FR] Add unnecessary or redundant content layers to the input.
DatePicker.ContentGuideLines.RequiredFieldsHeading	Required fields	[FR] Required fields
